,CUSTOMER_ID,CUSTOMER_GROUP,CUSTOMER_SEGMENT
144,63226571.4286,RETAIL,Tier 1
145,88639000.0,RETAIL,Tier 6
146,19940857.1429,RETAIL,Tier 1
147,119383714.2857,RETAIL,Tier 5
148,140955142.8571,RETAIL,Tier 5
149,33398000.0,RETAIL,Tier 5
150,40969428.5714,RETAIL,Tier 5
151,1255142.8571,RETAIL,Tier 5
152,27983714.2857,RETAIL,Tier 1
153,126569428.5714,RETAIL,Tier 6
154,124470857.1429,RETAIL,Tier 1
155,127756571.4286,RETAIL,Tier 6
156,100056571.4286,RETAIL,Tier 5
157,25485142.8571,RETAIL,Tier 6
158,142770857.1429,RETAIL,Tier 5
159,105459000.0,RETAIL,Tier 1
160,57642285.7143,RETAIL,Tier 5
161,9656571.4286,RETAIL,Tier 6
162,28828000.0,RETAIL,Tier 1
163,14685142.8571,RETAIL,Tier 6
164,126699428.5714,RETAIL,Tier 5
165,131570857.1429,RETAIL,Tier 1
166,67713714.2857,RETAIL,Tier 6
167,87999428.5714,RETAIL,Tier 1
168,46856571.4286,RETAIL,Tier 5
169,135570857.1429,RETAIL,Tier 5
170,130001000.0,RETAIL,Tier 6
171,75015285.7143,RETAIL,Tier 6
172,16586714.2857,RETAIL,Tier 1
173,25158142.8571,RETAIL,Tier 6
174,56029571.4286,RETAIL,Tier 1
175,7601000.0,RETAIL,Tier 6
176,126172428.5714,RETAIL,Tier 5
177,108172428.5714,RETAIL,Tier 6
178,87615285.7143,RETAIL,Tier 1
179,36186714.2857,RETAIL,Tier 1
180,2615285.7143,RETAIL,Tier 1
181,20058142.8571,RETAIL,Tier 1
182,22735857.1429,RETAIL,Tier 5
183,82215285.7143,RETAIL,Tier 1
184,32786714.2857,RETAIL,Tier 1
185,11515285.7143,RETAIL,Tier 6
186,56658142.8571,RETAIL,Tier 5
187,119658142.8571,RETAIL,Tier 6
188,110958142.8571,RETAIL,Tier 1
189,26701000.0,RETAIL,Tier 1
190,28716714.2857,RETAIL,Tier 5
191,9288142.8571,RETAIL,Tier 6
192,102716714.2857,RETAIL,Tier 6
193,55588142.8571,RETAIL,Tier 6
194,115316714.2857,RETAIL,Tier 6
195,53473857.1429,RETAIL,Tier 1
196,26331000.0,RETAIL,Tier 1
197,2188142.8571,RETAIL,Tier 1
198,79473857.1429,RETAIL,Tier 5
199,138773857.1429,RETAIL,Tier 5
200,730714.2857,RETAIL,Tier 6
201,15088142.8571,RETAIL,Tier 6
202,35659571.4286,RETAIL,Tier 1
203,57673857.1429,RETAIL,Tier 6
204,119245285.7143,RETAIL,Tier 1
205,113402428.5714,RETAIL,Tier 6
206,123131000.0,RETAIL,Tier 5
207,122592142.8571,RETAIL,Tier 5
208,45146714.2857,RETAIL,Tier 1
209,121003857.1429,RETAIL,Tier 1
210,9161000.0,RETAIL,Tier 1
211,59446714.2857,RETAIL,Tier 1
212,42746714.2857,RETAIL,Tier 6
213,18618142.8571,RETAIL,Tier 1
214,98761000.0,RETAIL,Tier 1
215,130475285.7143,RETAIL,Tier 5
216,105918142.8571,RETAIL,Tier 1
217,131564714.2857,RETAIL,Tier 6
218,140361000.0,RETAIL,Tier 1
219,101218142.8571,RETAIL,Tier 5
220,59932428.5714,RETAIL,Tier 6
221,19932428.5714,RETAIL,Tier 1
222,24803857.1429,RETAIL,Tier 6
223,116246714.2857,RETAIL,Tier 6
224,7675285.7143,RETAIL,Tier 6
225,80403857.1429,RETAIL,Tier 6
226,35118142.8571,RETAIL,Tier 1
227,117118142.8571,RETAIL,Tier 5
228,98989571.4286,RETAIL,Tier 6
229,63703857.1429,RETAIL,Tier 5
230,36248571.4286,RETAIL,Tier 1
231,31576714.2857,RETAIL,Tier 1
232,102019571.4286,RETAIL,Tier 6
233,75162428.5714,RETAIL,Tier 5
234,141305285.7143,RETAIL,Tier 1
235,88605285.7143,RETAIL,Tier 5
236,25671857.1429,RETAIL,Tier 6
237,21762428.5714,RETAIL,Tier 6
238,24762428.5714,RETAIL,Tier 6
239,93062428.5714,RETAIL,Tier 6
240,52091000.0,RETAIL,Tier 6
241,32962428.5714,RETAIL,Tier 6
242,17676714.2857,RETAIL,Tier 6
243,92248142.8571,RETAIL,Tier 6
244,39533857.1429,RETAIL,Tier 6
245,84691000.0,RETAIL,Tier 1
246,86833857.1429,RETAIL,Tier 5
247,44119571.4286,RETAIL,Tier 1
248,43292428.5714,RETAIL,Tier 6
249,119292428.5714,RETAIL,Tier 5
250,125035285.7143,RETAIL,Tier 5
251,59053000.0,RETAIL,Tier 5
252,63392428.5714,RETAIL,Tier 6
253,43406714.2857,RETAIL,Tier 1
254,104835285.7143,RETAIL,Tier 5
255,110563857.1429,RETAIL,Tier 5
256,39849571.4286,RETAIL,Tier 6
257,21579571.4286,RETAIL,Tier 1
258,38865285.7143,RETAIL,Tier 6
259,97722428.5714,RETAIL,Tier 1
260,124308142.8571,RETAIL,Tier 6
261,48879571.4286,RETAIL,Tier 1
262,104736714.2857,RETAIL,Tier 6
263,135022428.5714,RETAIL,Tier 6
264,90322428.5714,RETAIL,Tier 6
265,122704285.7143,RETAIL,Tier 6
266,30351000.0,RETAIL,Tier 5
267,12065285.7143,RETAIL,Tier 6
268,71065285.7143,RETAIL,Tier 5
269,114793857.1429,RETAIL,Tier 1
270,131093857.1429,RETAIL,Tier 6
271,112522428.5714,RETAIL,Tier 5
272,69808142.8571,RETAIL,Tier 6
273,121679571.4286,RETAIL,Tier 1
274,25551000.0,RETAIL,Tier 5
275,20136714.2857,RETAIL,Tier 6
276,54565285.7143,RETAIL,Tier 5
277,14438142.8571,RETAIL,Tier 6
278,10723857.1429,RETAIL,Tier 6
279,65881000.0,RETAIL,Tier 6
280,65909571.4286,RETAIL,Tier 1
281,72052428.5714,RETAIL,Tier 6
282,55623857.1429,RETAIL,Tier 1
283,66352428.5714,RETAIL,Tier 6
284,3809571.4286,RETAIL,Tier 5
285,24685714.2857,RETAIL,Tier 1
286,130266714.2857,RETAIL,Tier 1
287,115123857.1429,RETAIL,Tier 6
288,38552428.5714,RETAIL,Tier 6
289,86582428.5714,RETAIL,Tier 6
290,38439571.4286,RETAIL,Tier 6
291,49168142.8571,RETAIL,Tier 5
292,126131428.5714,RETAIL,Tier 5
293,65753857.1429,RETAIL,Tier 1
294,127468142.8571,RETAIL,Tier 6
295,110254857.1429,RETAIL,Tier 1
296,97768142.8571,RETAIL,Tier 6
297,71053857.1429,RETAIL,Tier 1
298,92925285.7143,RETAIL,Tier 5
299,69925285.7143,RETAIL,Tier 6
300,70403000.0,RETAIL,Tier 6
301,131525285.7143,RETAIL,Tier 5
302,128811000.0,RETAIL,Tier 5
303,80396714.2857,RETAIL,Tier 1
304,74968142.8571,RETAIL,Tier 1
305,65982428.5714,RETAIL,Tier 6
306,7469571.4286,RETAIL,Tier 6
307,42183857.1429,RETAIL,Tier 1
308,91641000.0,RETAIL,Tier 6
309,78498142.8571,RETAIL,Tier 6
310,29369571.4286,RETAIL,Tier 6
311,113798142.8571,RETAIL,Tier 6
312,99812428.5714,RETAIL,Tier 6
313,46171000.0,RETAIL,Tier 1
314,123456714.2857,RETAIL,Tier 6
315,104613857.1429,RETAIL,Tier 1
316,27901428.5714,RETAIL,Tier 5
317,80704285.7143,RETAIL,Tier 6
318,76471000.0,RETAIL,Tier 1
319,59774428.5714,RETAIL,Tier 5
320,100619285.7143,RETAIL,Tier 1
321,119199571.4286,RETAIL,Tier 5
322,136771000.0,RETAIL,Tier 5
323,97213857.1429,RETAIL,Tier 6
324,12928142.8571,RETAIL,Tier 5
325,12894714.2857,RETAIL,Tier 1
326,93330000.0,RETAIL,Tier 6
327,47942428.5714,RETAIL,Tier 5
328,139656714.2857,RETAIL,Tier 1
329,11528142.8571,RETAIL,Tier 1
330,140242428.5714,RETAIL,Tier 1
331,90758571.4286,RETAIL,Tier 1
332,105099571.4286,RETAIL,Tier 5
333,79671000.0,RETAIL,Tier 6
334,125828142.8571,RETAIL,Tier 1
335,23399571.4286,RETAIL,Tier 5
336,93710142.8571,RETAIL,Tier 1
337,91256714.2857,RETAIL,Tier 5
338,12128142.8571,RETAIL,Tier 6
339,10162857.1429,RETAIL,Tier 6
340,4345714.2857,RETAIL,Tier 5
341,81815714.2857,RETAIL,Tier 1
342,7713857.1429,RETAIL,Tier 5
343,16428142.8571,RETAIL,Tier 1
344,82713857.1429,RETAIL,Tier 1
345,28001142.8571,RETAIL,Tier 6
346,122015428.5714,RETAIL,Tier 5
347,73060000.0,RETAIL,Tier 6
348,6315428.5714,RETAIL,Tier 6
349,23458285.7143,RETAIL,Tier 5
350,78344000.0,RETAIL,Tier 1
351,81929714.2857,RETAIL,Tier 1
352,57902857.1429,RETAIL,Tier 5
353,15544285.7143,RETAIL,Tier 1
354,58658285.7143,RETAIL,Tier 6
355,115631428.5714,RETAIL,Tier 6
356,114529714.2857,RETAIL,Tier 5
357,1576428.5714,RETAIL,Tier 1
358,19244000.0,RETAIL,Tier 6
359,34958285.7143,RETAIL,Tier 1
360,91686857.1429,RETAIL,Tier 5
361,93401142.8571,RETAIL,Tier 1
362,137272571.4286,RETAIL,Tier 5
363,29044285.7143,RETAIL,Tier 5
364,34701142.8571,RETAIL,Tier 5
365,101859714.2857,RETAIL,Tier 1
366,89574000.0,RETAIL,Tier 5
367,137302571.4286,RETAIL,Tier 6
368,55401428.5714,RETAIL,Tier 1
369,132244285.7143,RETAIL,Tier 1
370,10459714.2857,RETAIL,Tier 5
371,41358571.4286,RETAIL,Tier 1
372,107574285.7143,RETAIL,Tier 5
373,53745428.5714,RETAIL,Tier 1
374,70616857.1429,RETAIL,Tier 1
375,55331142.8571,RETAIL,Tier 1
376,124345428.5714,RETAIL,Tier 1
377,105916857.1429,RETAIL,Tier 5
378,6059714.2857,RETAIL,Tier 5
379,129005714.2857,RETAIL,Tier 1
380,20616000.0,RETAIL,Tier 1
381,99074000.0,RETAIL,Tier 6
382,85216857.1429,RETAIL,Tier 5
383,65802571.4286,RETAIL,Tier 1
384,53516857.1429,RETAIL,Tier 6
385,126148571.4286,RETAIL,Tier 6
386,66674000.0,RETAIL,Tier 6
387,85245428.5714,RETAIL,Tier 5
388,96816857.1429,RETAIL,Tier 1
389,136959714.2857,RETAIL,Tier 1
390,15661428.5714,RETAIL,Tier 6
391,68402571.4286,RETAIL,Tier 1
392,94387142.8571,RETAIL,Tier 5
393,90401428.5714,RETAIL,Tier 1
394,12416857.1429,RETAIL,Tier 6
395,77720000.0,RETAIL,Tier 6
396,141018285.7143,RETAIL,Tier 6
397,40659285.7143,RETAIL,Tier 5
398,57904000.0,RETAIL,Tier 5
399,130346857.1429,RETAIL,Tier 5
400,94918285.7143,RETAIL,Tier 1
401,43632571.4286,RETAIL,Tier 1
402,59346857.1429,RETAIL,Tier 6
403,92932571.4286,RETAIL,Tier 6
404,9646857.1429,RETAIL,Tier 5
405,37232571.4286,RETAIL,Tier 1
406,67148285.7143,RETAIL,Tier 5
407,106578857.1429,RETAIL,Tier 1
408,102067571.4286,RETAIL,Tier 6
409,83891142.8571,RETAIL,Tier 5
410,28176857.1429,RETAIL,Tier 1
411,1619714.2857,RETAIL,Tier 5
412,137905428.5714,RETAIL,Tier 1
413,47205428.5714,RETAIL,Tier 6
414,119205428.5714,RETAIL,Tier 6
415,139776857.1429,RETAIL,Tier 1
416,133362571.4286,RETAIL,Tier 5
417,34137571.4286,RETAIL,Tier 5
418,4519714.2857,RETAIL,Tier 6
419,137962571.4286,RETAIL,Tier 5
420,15391142.8571,RETAIL,Tier 1
421,861714.2857,RETAIL,Tier 6
422,105713000.0,RETAIL,Tier 5
423,22119714.2857,RETAIL,Tier 5
424,136149714.2857,RETAIL,Tier 6
425,83306857.1429,RETAIL,Tier 6
426,45306857.1429,RETAIL,Tier 5
427,116878285.7143,RETAIL,Tier 6
428,40321142.8571,RETAIL,Tier 5
429,104892571.4286,RETAIL,Tier 6
430,108321142.8571,RETAIL,Tier 1
431,78478857.1429,RETAIL,Tier 1
432,88049714.2857,RETAIL,Tier 5
433,84049714.2857,RETAIL,Tier 5
434,44635428.5714,RETAIL,Tier 6
435,109635428.5714,RETAIL,Tier 6
436,25221142.8571,RETAIL,Tier 1
437,19092571.4286,RETAIL,Tier 6
438,59235428.5714,RETAIL,Tier 1
439,123806857.1429,RETAIL,Tier 5
440,9949714.2857,RETAIL,Tier 5
441,43106857.1429,RETAIL,Tier 6
442,119535428.5714,RETAIL,Tier 6
443,112121142.8571,RETAIL,Tier 1
444,46692571.4286,RETAIL,Tier 1
445,41849714.2857,RETAIL,Tier 6
446,25448857.1429,RETAIL,Tier 6
447,47722571.4286,RETAIL,Tier 1
448,25736857.1429,RETAIL,Tier 6
449,12165428.5714,RETAIL,Tier 6
450,119451142.8571,RETAIL,Tier 5
451,47022571.4286,RETAIL,Tier 5
452,73751142.8571,RETAIL,Tier 1
453,123479714.2857,RETAIL,Tier 1
454,113622571.4286,RETAIL,Tier 6
455,104494000.0,RETAIL,Tier 6
456,103208285.7143,RETAIL,Tier 6
457,63365428.5714,RETAIL,Tier 5
458,9508285.7143,RETAIL,Tier 6
459,97158857.1429,RETAIL,Tier 6
460,25236857.1429,RETAIL,Tier 6
461,17822571.4286,RETAIL,Tier 6
462,110694000.0,RETAIL,Tier 6
463,54122571.4286,RETAIL,Tier 6
464,27836142.8571,RETAIL,Tier 6
465,47708285.7143,RETAIL,Tier 6
466,142009714.2857,RETAIL,Tier 1
467,47881142.8571,RETAIL,Tier 5
468,123738285.7143,RETAIL,Tier 1
469,71493142.8571,RETAIL,Tier 6
470,1166857.1429,RETAIL,Tier 5
471,2595428.5714,RETAIL,Tier 6
472,58609714.2857,RETAIL,Tier 5
473,77466857.1429,RETAIL,Tier 1
474,119038285.7143,RETAIL,Tier 1
475,95324000.0,RETAIL,Tier 5
476,10766857.1429,RETAIL,Tier 5
477,93766857.1429,RETAIL,Tier 5
478,139624000.0,RETAIL,Tier 6
479,26066857.1429,RETAIL,Tier 6
480,71652571.4286,RETAIL,Tier 5
481,138366857.1429,RETAIL,Tier 1
482,7238285.7143,RETAIL,Tier 6
483,63524000.0,RETAIL,Tier 1
484,36381142.8571,RETAIL,Tier 1
485,35381142.8571,RETAIL,Tier 6
486,101624428.5714,RETAIL,Tier 1
487,23124000.0,RETAIL,Tier 1
488,45707428.5714,RETAIL,Tier 1
489,20868285.7143,RETAIL,Tier 5
490,92882571.4286,RETAIL,Tier 2
491,129039714.2857,RETAIL,Tier 6
492,138325428.5714,RETAIL,Tier 5
493,44911142.8571,RETAIL,Tier 5
494,20768285.7143,RETAIL,Tier 6
495,25368285.7143,RETAIL,Tier 1
496,40525428.5714,RETAIL,Tier 1
497,139525428.5714,RETAIL,Tier 6
498,17464571.4286,RETAIL,Tier 6
499,28968285.7143,RETAIL,Tier 1
500,5682571.4286,RETAIL,Tier 6
501,30411142.8571,RETAIL,Tier 6
502,3155428.5714,RETAIL,Tier 6
503,78934571.4286,RETAIL,Tier 5
504,115934571.4286,RETAIL,Tier 6
505,58469714.2857,RETAIL,Tier 6
506,78386428.5714,RETAIL,Tier 1
507,39769714.2857,RETAIL,Tier 5
508,106069714.2857,RETAIL,Tier 5
509,81112571.4286,RETAIL,Tier 6
510,36712571.4286,RETAIL,Tier 1
511,35569714.2857,RETAIL,Tier 5
512,141599714.2857,RETAIL,Tier 1
513,37885428.5714,RETAIL,Tier 6
514,113599714.2857,RETAIL,Tier 1
515,35325857.1429,RETAIL,Tier 6
516,20185428.5714,RETAIL,Tier 1
517,27328285.7143,RETAIL,Tier 6
518,1899714.2857,RETAIL,Tier 6
519,96471142.8571,RETAIL,Tier 1
520,139471142.8571,RETAIL,Tier 1
521,38664714.2857,RETAIL,Tier 5
522,138785428.5714,RETAIL,Tier 6
523,43356857.1429,RETAIL,Tier 5
524,120085428.5714,RETAIL,Tier 6
525,119942571.4286,RETAIL,Tier 1
526,75242571.4286,RETAIL,Tier 1
527,69671142.8571,RETAIL,Tier 2
528,106256857.1429,RETAIL,Tier 1
529,64556857.1429,RETAIL,Tier 6
530,8128285.7143,RETAIL,Tier 5
531,56985428.5714,RETAIL,Tier 6
532,38556857.1429,RETAIL,Tier 6
533,92714000.0,RETAIL,Tier 6
534,134429857.1429,RETAIL,Tier 6
535,96144142.8571,RETAIL,Tier 5
536,22144142.8571,RETAIL,Tier 1
537,128587000.0,RETAIL,Tier 5
538,19151714.2857,RETAIL,Tier 1
539,104301285.7143,RETAIL,Tier 5
540,131729857.1429,RETAIL,Tier 5
541,63444142.8571,RETAIL,Tier 1
542,113444142.8571,RETAIL,Tier 1
543,4458428.5714,RETAIL,Tier 6
544,49887000.0,RETAIL,Tier 5
545,20487000.0,RETAIL,Tier 5
546,55647428.5714,RETAIL,Tier 6
547,20772714.2857,RETAIL,Tier 5
548,136072714.2857,RETAIL,Tier 1
549,80358428.5714,RETAIL,Tier 1
550,125104571.4286,RETAIL,Tier 1
551,139087000.0,RETAIL,Tier 5
552,7801285.7143,RETAIL,Tier 1
553,28780285.7143,RETAIL,Tier 6
554,32958428.5714,RETAIL,Tier 1
555,62037428.5714,RETAIL,Tier 2
556,118258428.5714,RETAIL,Tier 1
557,116701285.7143,RETAIL,Tier 1
558,95558428.5714,RETAIL,Tier 6
559,56574142.8571,RETAIL,Tier 6
560,77002714.2857,RETAIL,Tier 6
561,34874142.8571,RETAIL,Tier 5
562,15445571.4286,RETAIL,Tier 5
563,133745571.4286,RETAIL,Tier 6
564,51474142.8571,RETAIL,Tier 1
565,7488428.5714,RETAIL,Tier 5
566,112059857.1429,RETAIL,Tier 5
567,76917000.0,RETAIL,Tier 1
568,47074142.8571,RETAIL,Tier 1
569,71359857.1429,RETAIL,Tier 6
570,120088428.5714,RETAIL,Tier 6
571,116981857.1429,RETAIL,Tier 5
572,17759285.7143,RETAIL,Tier 1
573,55102714.2857,RETAIL,Tier 5
574,11102714.2857,RETAIL,Tier 6
575,51988428.5714,RETAIL,Tier 6
576,59559857.1429,RETAIL,Tier 6
577,23530000.0,RETAIL,Tier 6
578,62161285.7143,RETAIL,Tier 5
579,119032714.2857,RETAIL,Tier 1
580,109238714.2857,RETAIL,Tier 5
581,93332714.2857,RETAIL,Tier 6
582,88189857.1429,RETAIL,Tier 6
583,25775571.4286,RETAIL,Tier 6
584,116877571.4286,RETAIL,Tier 1
585,132347000.0,RETAIL,Tier 5
586,7218428.5714,RETAIL,Tier 2
587,13504142.8571,RETAIL,Tier 6
588,88504142.8571,RETAIL,Tier 6
589,71518428.5714,RETAIL,Tier 1
590,119661285.7143,RETAIL,Tier 6
591,87573571.4286,RETAIL,Tier 1
592,18418428.5714,RETAIL,Tier 6
593,65719857.1429,RETAIL,Tier 6
594,16005571.4286,RETAIL,Tier 5
595,117434142.8571,RETAIL,Tier 6
596,97862714.2857,RETAIL,Tier 6
597,138591285.7143,RETAIL,Tier 1
598,7591285.7143,RETAIL,Tier 6
599,137462714.2857,RETAIL,Tier 6
600,11034142.8571,RETAIL,Tier 1
601,98177000.0,RETAIL,Tier 1
602,126530285.7143,RETAIL,Tier 6
603,97777000.0,RETAIL,Tier 5
604,46491285.7143,RETAIL,Tier 5
605,62348428.5714,RETAIL,Tier 6
606,103434714.2857,RETAIL,Tier 6
607,48219857.1429,RETAIL,Tier 5
608,116662714.2857,RETAIL,Tier 6
609,41377000.0,RETAIL,Tier 6
610,30184571.4286,RETAIL,Tier 5
611,58819857.1429,RETAIL,Tier 5
612,77568571.4286,RETAIL,Tier 6
613,72262714.2857,RETAIL,Tier 6
614,103691285.7143,RETAIL,Tier 6
615,33134142.8571,RETAIL,Tier 1
616,31134142.8571,RETAIL,Tier 1
617,55721285.7143,RETAIL,Tier 6
618,11864142.8571,RETAIL,Tier 1
619,135435571.4286,RETAIL,Tier 5
620,4363285.7143,RETAIL,Tier 6
621,42592714.2857,RETAIL,Tier 5
622,114892714.2857,RETAIL,Tier 5
623,102321285.7143,RETAIL,Tier 6
624,31321285.7143,RETAIL,Tier 1
625,3192714.2857,RETAIL,Tier 5
626,78737428.5714,RETAIL,Tier 1
627,117507000.0,RETAIL,Tier 1
628,107935571.4286,RETAIL,Tier 6
629,83935571.4286,RETAIL,Tier 5
630,24043571.4286,RETAIL,Tier 6
631,59264142.8571,RETAIL,Tier 6
632,63849857.1429,RETAIL,Tier 5
633,80930285.7143,RETAIL,Tier 6
634,115879857.1429,RETAIL,Tier 1
635,3022714.2857,RETAIL,Tier 5
636,105022714.2857,RETAIL,Tier 1
637,45165571.4286,RETAIL,Tier 1
638,31894142.8571,RETAIL,Tier 1
639,39037000.0,RETAIL,Tier 6
640,133025857.1429,RETAIL,Tier 1
641,35765571.4286,RETAIL,Tier 5
642,52765571.4286,RETAIL,Tier 1
643,99247428.5714,RETAIL,Tier 6
644,110351285.7143,RETAIL,Tier 5
645,3351285.7143,RETAIL,Tier 6
646,113494142.8571,RETAIL,Tier 5
647,48351285.7143,RETAIL,Tier 6
648,131965571.4286,RETAIL,Tier 5
649,17108428.5714,RETAIL,Tier 1
650,43122714.2857,RETAIL,Tier 1
651,91694142.8571,RETAIL,Tier 1
652,109265571.4286,RETAIL,Tier 6
653,49894571.4286,RETAIL,Tier 1
654,92708428.5714,RETAIL,Tier 1
655,136038428.5714,RETAIL,Tier 6
656,45767000.0,RETAIL,Tier 5
657,41067000.0,RETAIL,Tier 5
658,32224142.8571,RETAIL,Tier 5
659,43938428.5714,RETAIL,Tier 5
660,27524142.8571,RETAIL,Tier 6
661,72524142.8571,RETAIL,Tier 5
662,11538428.5714,RETAIL,Tier 5
663,69538428.5714,RETAIL,Tier 6
664,124142.8571,RETAIL,Tier 6
665,80124142.8571,RETAIL,Tier 6
666,64321714.2857,RETAIL,Tier 1
