,CUSTOMER_ID,LOAN_ACCOUNT_ID,LOAN_STATUS,LOAN_BEHAVIOR,LOAN_TYPE,LOAN_AMOUNT,PRINCIPAL_LOAN_AMOUNT,INTEREST_EARNED,LOAN_START_DATE,MATURITY_DATE
107,86922972.8571,63344350.0,Active,Amortization Past Due,Auto,630698.37,483398.17,-1.53,2021-07-30,2026-07-30
108,10541474.2857,16438778.5714,Active,Current,Auto,565600.4,445355.65,0.5,2021-08-10,2026-08-09
109,108409914.2857,114310207.1429,Active,Current,Auto,799999.86,252315.51,-0.04,2021-08-18,2024-08-18
110,134343031.4286,98881635.7143,Active,Amortization Past Due,Housing,2932799.38,2678186.62,-0.55,2021-08-23,2036-08-20
111,29232874.2857,118024492.8571,Active,Current,Auto,986999.5,322430.98,-0.39,2021-08-26,2024-08-26
112,63447331.4286,11310207.1429,Active,Current,Auto,805000.92,318384.47,1.01,2021-08-31,2024-08-31
113,134237742.8571,45259064.2857,Active,Current,Auto,979999.98,341077.39,0.09,2021-09-16,2024-09-16
114,78333045.7143,108844778.5714,Active,Current,Auto,1054999.83,694883.79,-0.07,2021-09-24,2026-09-24
115,75349215.7143,54701921.4286,Active,Current,Auto,566400.22,445479.55,0.32,2021-09-27,2026-09-27
116,7784474.2857,57987635.7143,Active,Current,Auto,1006398.69,816279.03,-1.2,2021-09-28,2026-09-28
117,46843914.2857,29701921.4286,Active,Current,Housing,5100000.08,3188104.27,0.15,2021-09-30,2026-09-30
118,120958144.2857,3987635.7143,Active,Current,Auto,1041999.75,356197.18,-0.15,2021-09-30,2024-09-30
119,129801058.5714,7087921.4286,Active,Current,Auto,668000.81,552709.4,0.91,2021-10-18,2026-10-15
120,24821760.0,79945064.2857,Active,Current,Auto,586400.11,194510.53,0.2,2021-10-19,2024-09-20
121,16705860.0,132959350.0,Active,Current,Auto,1022401.89,847446.66,2.0,2021-10-27,2026-10-26
122,11255972.8571,48673635.7143,Active,Current,Housing,3700000.59,3405953.54,0.66,2021-10-27,2036-10-27
123,100003445.7143,57108064.2857,Active,Current,Auto,734222.18,620400.21,0.29,2021-11-15,2026-11-12
124,115354172.8571,122550921.4286,Active,Current,Housing,1753261.37,1614660.25,-0.56,2021-11-23,2036-11-23
125,130497474.2857,48535492.8571,Active,Current,Auto,1047998.89,700061.35,-1.02,2021-12-10,2026-11-13
126,16870474.2857,44835492.8571,Active,Current,Housing,8923999.05,7660650.54,-0.89,2021-12-22,2031-12-22
127,96857771.4286,30397064.2857,Active,Current,Auto,385001.78,183753.44,1.94,2022-01-25,2025-01-25
128,84669387.1429,73984364.2857,Active,Current,Auto,1184000.55,891439.53,0.66,2022-02-28,2027-02-28
129,46270331.4286,98870364.2857,Active,Current,Auto,1123999.64,1001883.01,-0.27,2022-03-02,2027-03-02
130,126960530.0,78156078.5714,Active,Current,Auto,558401.28,505916.31,1.39,2022-03-09,2027-03-09
131,84883228.5714,49741792.8571,Active,Current,Auto,786447.95,385588.18,-1.97,2022-03-18,2025-02-19
132,72498902.8571,21756078.5714,Active,Amortization Past Due,Auto,720799.12,660943.81,-0.79,2022-03-24,2027-03-24
133,131371530.0,55184650.0,Active,Current,Housing,2186879.8,2086767.25,-0.15,2022-03-28,2042-03-25
134,40607300.0,81837792.8571,Active,Current,Auto,305997.39,83716.25,-2.53,2022-04-06,2024-04-06
135,47519730.0,28566364.2857,Active,Current,Auto,725001.63,389488.25,1.73,2022-04-26,2025-04-26
136,22450160.0,50724935.7143,Active,Current,Auto,583201.47,542049.17,1.66,2022-04-29,2027-04-29
137,55000874.2857,100728364.2857,Active,Current,Housing,3156049.49,2964501.95,-0.45,2022-05-27,2037-05-27
138,7707045.7143,13938807.1429,Active,Current,Housing,3615000.04,3485219.35,0.1,2022-06-10,2042-06-10
139,91894187.1429,21824521.4286,Active,Current,Housing,2415999.81,2337541.66,-0.12,2022-06-27,2042-06-27
140,133414345.7143,125830664.2857,Active,Current,Auto,771401.3,746192.74,1.48,2022-07-28,2027-07-28
141,15608930.0,33116378.5714,Active,Current,Auto,1280000.89,1058784.75,1.0,2022-07-29,2027-07-29
142,9936414.2857,138094092.8571,Active,Current,Housing,950000.05,758034.11,0.13,2022-08-03,2027-08-03
143,23324058.5714,51094092.8571,Active,Current,Housing,1600002.46,1275032.4,2.53,2022-08-04,2027-08-04
144,72737202.8571,67394092.8571,Active,Current,Auto,846399.06,842674.94,-0.76,2022-08-10,2027-08-10
145,33001488.5714,52822664.2857,Active,Amortization Past Due,Auto,579199.61,576870.66,-0.21,2022-08-19,2027-08-19
146,92860501.4286,66408378.5714,Active,Current,Housing,1799186.52,1714998.24,0.59,2022-08-24,2037-08-24
147,117667230.0,61708378.5714,Active,Current,Housing,4159200.37,4054855.34,0.45,2022-08-31,2042-08-31
148,115435888.5714,133136950.0,Active,Current,Housing,4906789.69,4488530.94,0.76,2022-08-31,2032-08-31
149,50504745.7143,73743107.1429,Active,Current,Auto,1235199.95,1021251.59,0.05,2022-09-22,2027-09-22
150,23607772.8571,36471678.5714,Active,Current,Housing,2021491.09,1967528.08,1.16,2022-09-30,2042-09-30
151,7695844.2857,93979107.1429,Active,Current,Auto,936000.96,969629.15,1.15,2022-10-25,2027-10-25
152,3687358.5714,9979107.1429,Active,Current,Housing,1989749.96,1943779.41,1.03,2022-10-26,2042-10-26
153,86132458.5714,35096678.5714,Active,Current,Auto,1500000.26,1092266.71,0.36,2022-11-29,2025-11-01
154,30464215.7143,18857264.2857,Active,Current,Auto,1255201.11,1144538.37,1.32,2022-12-07,2025-12-07
155,47237301.4286,96185835.7143,Paid,Current,Housing,7359395.4,-0.6,-0.52,2022-12-29,2027-12-29
156,46496928.5714,12702121.4286,Active,Current,Auto,648201.6,569137.0,1.7,2023-01-16,2028-01-16
157,37154630.0,141416407.1429,Active,Principal Past Due,Auto,490400.44,563178.48,0.63,2023-01-18,2028-01-18
158,104923445.7143,85289264.2857,Active,Current,Auto,936600.65,987483.67,0.84,2023-01-25,2028-01-25
159,47917230.0,80303550.0,Active,Current,Auto,1110398.55,889803.4,-1.36,2023-01-27,2026-01-27
160,15153258.5714,18248121.4286,Active,Current,Auto,1151998.58,1027372.48,-1.32,2023-02-06,2028-02-06
161,76178544.2857,37119550.0,Active,Current,Housing,1664979.73,1585978.16,-1.2,2023-02-20,2033-02-20
162,36007472.8571,20133835.7143,Active,Current,Housing,1868979.43,1781422.3,1.5,2023-02-21,2033-02-21
163,142190430.0,18471564.2857,Active,Current,Auto,1963199.63,1787486.38,-0.27,2023-03-09,2028-03-09
164,107418345.7143,110200135.7143,Active,Current,Auto,2484999.12,2128657.76,-0.76,2023-03-14,2026-03-14
165,76052460.0,47357278.5714,Active,Current,Auto,1151200.18,1260384.83,0.36,2023-03-22,2028-03-22
166,27453787.1429,37785850.0,Active,Current,Auto,1155197.49,1051801.39,-2.41,2023-03-24,2028-03-24
167,44252745.7143,79785850.0,Active,Current,Auto,1460002.7,1589431.27,2.81,2023-03-28,2028-03-28
168,69149888.5714,97973421.4286,Active,Current,Auto,657601.64,734077.24,1.82,2023-04-20,2028-04-20
169,108409914.2857,27973421.4286,Active,Current,Auto,499999.94,428227.36,0.03,2023-04-20,2026-04-20
170,72047258.5714,39687707.1429,Active,Current,Auto,1128799.77,1238083.03,-0.04,2023-04-24,2028-04-20
171,98029744.2857,87844850.0,Active,Current,Auto,1000000.57,871399.19,0.68,2023-04-27,2027-03-28
172,549217.1429,117844850.0,Active,Current,Auto,768000.43,847472.11,0.54,2023-04-27,2028-04-27
173,65424788.5714,19273421.4286,Active,Current,Housing,6016344.33,5956591.52,0.42,2023-04-27,2043-04-27
174,10429072.8571,86022564.2857,Active,Current,Auto,1214849.91,1374343.67,0.01,2023-05-05,2028-05-05
175,887617.1429,131465421.4286,Active,Current,Auto,780800.64,878901.28,0.82,2023-05-12,2028-05-12
176,71366958.5714,54765421.4286,Active,Current,Auto,768000.24,868821.42,0.34,2023-05-25,2028-05-25
177,60873874.2857,62065421.4286,Active,Current,Auto,780799.62,878900.26,-0.2,2023-05-30,2028-05-30
178,1442042.8571,63493992.8571,Active,Current,Auto,998399.42,1119611.32,-0.47,2023-05-31,2028-05-31
179,33692502.8571,87195707.1429,Active,Current,Auto,1042401.08,1019920.52,1.2,2023-06-20,2028-06-20
180,8252372.8571,101752850.0,Active,Current,Auto,839200.07,960740.69,0.26,2023-06-21,2028-06-21
181,52175842.8571,129052850.0,Active,Current,Auto,1110399.93,1251852.5,0.03,2023-06-29,2027-06-29
182,62151757.1429,58195707.1429,Active,Current,Auto,3878399.21,3682489.12,-0.69,2023-06-30,2028-06-30
183,17403400.0,44014580.0,Active,Current,Auto,1606399.53,1793560.21,-0.28,2023-07-05,2027-07-05
184,141527758.5714,457437.1429,Active,Current,Housing,1213799.82,1203646.1,-0.1,2023-07-06,2038-07-06
185,137057931.4286,14743151.4286,Active,Current,Auto,2526399.76,2432537.97,-0.12,2023-07-07,2028-07-06
186,23660902.8571,66471722.8571,Active,Current,Auto,760000.34,871106.84,0.54,2023-07-17,2027-07-17
187,78335942.8571,36757437.1429,Active,Current,Auto,780800.16,901017.57,0.34,2023-07-18,2028-07-18
188,45722645.7143,122628865.7143,Active,Current,Auto,1509599.9,1747780.09,0.09,2023-07-24,2028-07-21
189,37857445.7143,75800294.2857,Active,Current,Auto,1320799.74,1270375.16,-0.15,2023-07-31,2028-07-31
190,121378360.0,82309437.1429,Active,Current,Auto,1039999.82,1214340.43,-0.0,2023-08-25,2028-08-25
191,11255972.8571,117180865.7143,Active,Current,Auto,663201.04,777864.38,1.23,2023-08-30,2028-08-30
192,37265230.0,33323722.8571,Active,Current,Auto,341999.91,333500.43,0.02,2023-08-31,2028-08-31
193,20537285.7143,119025437.1429,Active,Current,Auto,609001.85,594684.17,1.96,2023-09-12,2026-09-12
194,135692872.8571,141482580.0,Active,Current,Housing,600001.11,551753.25,1.19,2023-09-22,2024-09-22
195,70172087.1429,98911151.4286,Active,Current,Auto,795998.98,803314.21,-0.9,2023-09-25,2028-09-25
196,104181014.2857,131342860.0,Active,Items for litigation,Auto,1824142.96,-0.04,-0.91,2008-10-16,2012-10-16
197,40198144.2857,69852275.7143,Active,Current,Housing,4560002.2,2510200.44,2.3,2015-03-19,2029-08-19
198,128658801.4286,13135704.2857,Active,Items for litigation,SME Term Loan,688138.98,-0.02,-0.88,2015-05-26,2018-05-26
199,13527485.7143,95519005.7143,Active,Current,Housing,1999997.73,536739.08,-2.18,2015-07-28,2025-09-28
200,58554642.8571,44404720.0,Active,Current,Housing,1999201.07,524255.28,1.16,2015-07-31,2025-09-30
201,5382257.1429,48822434.2857,Active,Current,SME Term Loan,3500002.11,48016.97,2.2,2015-09-03,2023-11-03
202,54093672.8571,26507020.0,Active,Items for litigation,Auto,612799.73,0.73,-0.16,2016-03-07,2021-03-07
203,84575158.5714,124219320.0,Active,Principal Past Due,Auto,690400.32,626404.02,0.42,2016-06-13,2021-08-13
204,36982228.5714,125992191.4286,Active,Current,Housing,2499999.57,1731121.5,-0.33,2016-11-29,2032-01-29
205,5382257.1429,22750205.7143,Active,Current,SME Term Loan,5000001.0,2205254.74,1.1,2017-02-15,2027-04-15
206,122581701.4286,52922777.1429,Active,Current,Housing,2000001.09,940847.5,1.18,2017-06-23,2027-08-23
207,20107700.0,110193248.5714,Active,Current,MTL,4115996.67,2384896.73,-3.24,2018-05-22,2028-05-22
208,26046787.1429,131207820.0,Active,Items for litigation,STL,2114496.99,1.52,0.59,2018-06-06,2018-06-07
209,26046787.1429,4064962.8571,Active,Items for litigation,STL,329230.15,-0.99,-0.91,2018-06-06,2018-06-07
210,126066728.5714,9779248.5714,Active,Current,MTL,5520524.55,642598.59,1.22,2018-06-06,2024-04-06
211,20107700.0,87940962.8571,Active,Current,MTL,1175998.75,676371.95,-1.16,2018-07-18,2028-05-22
212,20107700.0,3948534.2857,Active,Current,MTL,608000.3,357239.71,0.39,2018-08-08,2028-05-22
213,65627471.4286,102749548.5714,Active,Current,Auto,1479199.82,89202.88,-0.09,2018-11-12,2023-12-13
214,82967430.0,14755548.5714,Active,Current,Auto,413999.29,9092.68,-0.61,2018-12-20,2023-11-21
215,65627471.4286,755548.5714,Active,Current,Housing,999998.62,617773.65,-1.32,2018-12-21,2029-02-21
216,31243171.4286,99191562.8571,Active,Current,Auto,2639998.64,163336.5,-1.27,2019-01-31,2024-01-01
217,52460615.7143,48561848.5714,Active,Current,Auto,1531199.52,187526.68,-0.38,2019-02-04,2024-03-05
218,45989628.5714,10993578.5714,Active,Current,Housing,3999999.35,3356517.35,-0.58,2019-08-27,2034-10-23
219,42515187.1429,30166721.4286,Active,Amortization Past Due,Housing,806149.87,208535.84,1.95,2019-09-30,2024-10-30
220,121850042.8571,3027307.1429,Active,Current,Auto,926399.83,276007.76,-0.06,2019-11-21,2024-11-21
221,68321574.2857,30824735.7143,Active,Current,Auto,776000.64,289848.74,0.74,2019-12-16,2025-03-17
222,65806442.8571,103681878.5714,Active,Current,Auto,999998.98,319764.53,-0.92,2019-12-17,2025-01-18
223,23876730.0,136539021.4286,Active,Current,Auto,876999.03,322301.04,-0.87,2019-12-26,2025-02-26
224,57140642.8571,53110735.7143,Active,Current,Auto,747999.23,255985.94,-0.67,2020-01-13,2025-02-14
225,505571.4286,135103035.7143,Active,Current,Auto,844800.32,320861.28,0.43,2020-06-19,2025-05-20
226,82658215.7143,69007464.2857,Active,Current,Auto,767199.49,296903.32,-0.41,2020-07-14,2025-06-15
227,25225445.7143,114864607.1429,Active,Current,Auto,879999.14,340211.97,-0.76,2020-07-21,2025-06-22
228,79466317.1429,94040607.1429,Active,Current,Auto,1401600.36,875351.86,0.47,2020-09-07,2025-10-08
229,77377815.7143,20196607.1429,Active,Current,Auto,750399.33,331842.0,-0.57,2020-10-13,2025-09-14
230,132216145.7143,8910892.8571,Active,Current,Auto,839999.37,490054.58,-0.52,2020-10-14,2025-10-14
231,108329215.7143,137496607.1429,Active,Amortization Past Due,Auto,521498.65,314229.15,-1.24,2020-10-27,2025-10-27
232,9410458.5714,60838178.5714,Active,Current,Auto,1122099.43,514034.11,-0.47,2020-11-11,2025-10-12
233,59147128.5714,42904178.5714,Active,Current,Auto,1354399.23,643708.62,-0.67,2020-12-11,2025-11-12
234,2374328.5714,51170050.0,Active,Current,Auto,618999.01,39308.7,-0.9,2021-01-14,2023-12-15
235,51918115.7143,99041478.5714,Active,Current,Auto,695200.31,343011.85,0.41,2021-01-21,2025-12-22
236,5806160.0,130898621.4286,Active,Current,Housing,1310399.63,1034177.1,-0.3,2021-01-25,2031-01-25
237,29403542.8571,18727621.4286,Active,Current,Auto,938000.26,493591.61,0.35,2021-03-03,2026-02-04
238,65627471.4286,102899050.0,Active,Current,Housing,2000001.26,1782311.07,1.33,2021-03-17,2036-03-16
239,130413501.4286,31027621.4286,Active,Current,Auto,504001.03,265931.42,1.13,2021-03-17,2026-02-18
240,39983160.0,94321192.8571,Active,Current,Auto,969998.19,641970.41,-1.7,2021-06-22,2026-06-22
241,101162515.7143,134487207.1429,Active,Current,Auto,1498500.11,1137165.62,0.21,2021-07-29,2026-07-29
242,42515187.1429,11830492.8571,Active,Current,Housing,539999.22,175007.62,-0.72,2021-09-10,2024-09-10
243,126246244.2857,53130492.8571,Active,Current,Auto,710399.84,540365.83,-0.05,2021-09-24,2026-09-24
244,40198144.2857,65393778.5714,Active,Current,Housing,4444708.98,2901832.46,1.05,2021-11-11,2026-11-11
245,113263744.2857,77993778.5714,Active,Amortization Past Due,Auto,834720.32,569437.44,0.4,2021-11-29,2026-10-30
