,CUSTOMER_ID,BB_ACCOUNT_ID,SERVICE,STATUS,TRANSACTION_DATE,TRANSACTION_AMOUNT,CHARGE_AMOUNT
112,40175442.8571,82888300.0,Pay Government,Successful,2023-10-07,780.92,17.92
113,40175442.8571,82888300.0,Subscription,Active,2023-10-18,-0.02,0.48
114,43854874.2857,124607150.0,Pay Employees,Successful,2023-10-30,2999.83,-0.17
115,43854874.2857,124607150.0,Pay Employees,Successful,2023-10-14,5500.22,0.22
116,43854874.2857,124607150.0,Pay Employees,Successful,2023-10-14,7498.69,-1.31
117,43854874.2857,124607150.0,Pay Employees,Successful,2023-10-14,5000.08,0.08
118,43854874.2857,124607150.0,Pay Employees,Successful,2023-10-14,3499.75,-0.25
119,43854874.2857,124607150.0,Pay Employees,Successful,2023-10-14,3000.81,0.81
120,43854874.2857,124607150.0,Pay Employees,Successful,2023-10-30,7500.11,0.11
121,43854874.2857,124607150.0,Pay Employees,Successful,2023-10-30,5001.89,1.89
122,62443188.5714,45792064.2857,Subscription,Active,2023-10-18,0.59,1.09
123,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,207845.05,0.18
124,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,21936.46,-0.63
125,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,15062.8,-1.11
126,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,14459.48,-0.95
127,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,12317.01,1.78
128,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,11196.22,0.55
129,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,10619.01,-0.36
130,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,10520.34,1.28
131,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,10460.08,-2.05
132,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,10261.06,-0.88
133,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,10069.32,-0.2
134,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,9995.28,-2.61
135,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,9853.42,1.63
136,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,9760.56,1.47
137,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,9354.62,-0.51
138,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,9171.05,0.04
139,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,9071.83,-0.19
140,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,8535.76,1.3
141,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,8373.75,0.89
142,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,8223.15,0.05
143,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,8219.55,2.46
144,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,7760.5,-0.94
145,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,90209.61,-0.39
146,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,19304.46,0.52
147,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,15316.24,0.37
148,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,12693.56,0.69
149,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,12560.1,-0.05
150,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,12096.3,1.09
151,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,5822.08,0.96
152,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,11805.89,0.96
153,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,11744.4,0.26
154,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,11545.84,1.11
155,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,11271.18,-0.6
156,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,11153.98,1.6
157,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,11067.71,0.44
158,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,10613.52,0.65
159,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,10109.33,-1.45
160,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,9996.2,-1.42
161,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,9920.01,-1.27
162,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,9788.89,1.43
163,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,5278.25,-0.37
164,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,9666.41,-0.88
165,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,9557.45,0.18
166,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,9327.3,-2.51
167,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,9036.28,2.7
168,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,5029.61,1.64
169,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,8673.23,-0.06
170,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,8218.06,-0.23
171,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,7191.45,0.57
172,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,6757.64,0.43
173,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,6368.72,0.33
174,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-26,4677.3,-0.09
175,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,4361.18,0.64
176,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-13,18000.24,0.24
177,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-13,9999.62,-0.38
178,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-13,8899.42,-0.58
179,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-13,8001.08,1.08
180,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,14313.51,0.07
181,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-13,4999.93,-0.07
182,62443188.5714,45792064.2857,Other Bank Transfer,Successful,2023-10-11,49999.21,-0.79
183,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,10040.1,-0.47
184,62443188.5714,45792064.2857,Pay Employees,Successful,2023-10-09,10071.7,-0.18
185,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-05,153535.76,-0.24
186,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-09,150000.34,0.34
187,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-15,18000.16,0.16
188,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-14,249999.9,-0.1
189,64988901.4286,30526950.0,Pay Bills,Successful,2023-10-14,28999.74,14.74
190,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-26,5512.91,-0.18
191,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-26,2713.37,1.04
192,64988901.4286,30526950.0,Subscription,Active,2023-10-26,-0.09,0.91
193,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-05,171.85,1.85
194,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-04,250001.11,1.11
195,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-26,40298.98,-1.02
196,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,22956.96,-1.04
197,64988901.4286,30526950.0,Other Bank Transfer,Successful,2023-10-22,50002.2,2.2
198,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-22,34348.98,-1.02
199,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-02,149997.73,-2.27
200,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,9501.07,1.07
201,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,9208.11,2.11
202,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,7499.73,-0.27
203,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,7220.32,0.32
204,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,7000.57,-0.43
205,64988901.4286,30526950.0,Pay Government,Successful,2023-10-11,27061.0,18.0
206,64988901.4286,30526950.0,Other Bank Transfer,Successful,2023-10-11,26599.09,1.09
207,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,6980.67,-3.33
208,64988901.4286,30526950.0,Other Bank Transfer,Successful,2023-10-11,20000.52,0.52
209,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,5246.01,-0.99
210,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,5116.62,1.12
211,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,4555.75,-1.25
212,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,4455.3,0.3
213,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-04,4089.82,-0.18
214,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-16,249999.29,-0.71
215,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-19,264998.62,-1.38
216,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-06,4685.64,-1.36
217,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,16499.52,-0.48
218,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,10058.35,-0.65
219,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,10001.87,1.87
220,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,8756.83,-0.17
221,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,8674.64,0.64
222,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,8594.98,-1.02
223,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,7128.03,-0.97
224,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,6759.23,-0.77
225,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,6420.32,0.32
226,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,6324.49,-0.51
227,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,6324.14,-0.86
228,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,6230.36,0.36
229,64988901.4286,30526950.0,Pay Employees,Successful,2023-10-19,5474.33,-0.67
230,64988901.4286,30526950.0,Same Bank Transfer,Successful,2023-10-18,92490.47,-0.63
231,66320160.0,37556521.4286,Other Bank Transfer,Successful,2023-10-05,49998.65,-1.35
232,66320160.0,37556521.4286,Other Bank Transfer,Successful,2023-10-27,49999.43,-0.57
233,66320160.0,37556521.4286,Other Bank Transfer,Successful,2023-10-04,10196.23,-0.77
234,66320160.0,37556521.4286,Other Bank Transfer,Successful,2023-10-21,4981.21,-0.99
235,68416857.1429,138596214.2857,Subscription,Active,2023-10-25,0.31,1.31
236,68861602.8571,141295021.4286,Subscription,Active,2023-10-11,-0.37,0.13
237,74571015.7143,63545545.7143,Subscription,Active,2023-10-18,0.26,0.76
238,74637860.0,43812677.1429,Subscription,Active,2023-10-18,1.26,1.76
239,74637860.0,43812677.1429,Same Bank Transfer,Successful,2023-10-28,2316.03,1.03
240,74637860.0,43812677.1429,Same Bank Transfer,Successful,2023-10-24,7323.19,-1.81
241,77672814.2857,124289958.5714,Other Bank Transfer,Successful,2023-10-09,50000.11,0.11
242,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-26,24549.22,-0.78
243,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-26,19225.33,-0.16
244,77672814.2857,124289958.5714,Same Bank Transfer,Successful,2023-10-26,9000.98,0.98
245,77672814.2857,124289958.5714,Other Bank Transfer,Successful,2023-10-25,50000.32,0.32
246,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-25,19225.33,-0.16
247,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-04,14052.74,-0.19
248,77672814.2857,124289958.5714,Pay Bills,Successful,2023-10-21,53100.01,15.01
249,77672814.2857,124289958.5714,Pay Bills,Successful,2023-10-21,38698.53,13.53
250,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-04,3999.85,-0.15
251,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-20,11554.06,1.13
252,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-20,11552.15,-0.78
253,77672814.2857,124289958.5714,Subscription,Active,2023-10-11,-0.01,0.99
254,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-20,4651.17,1.17
255,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-18,19901.96,1.96
256,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-18,11417.52,-2.12
257,77672814.2857,124289958.5714,Pay Employees,Successful,2023-10-18,9402.55,-0.38
258,78263917.1429,37130964.2857,Same Bank Transfer,Successful,2023-10-09,599.02,-0.98
259,78263917.1429,37130964.2857,Same Bank Transfer,Successful,2023-10-24,5199.3,-0.7
260,78263917.1429,37130964.2857,Same Bank Transfer,Successful,2023-10-11,11001.29,1.29
261,78263917.1429,37130964.2857,Same Bank Transfer,Successful,2023-10-06,7000.02,0.02
262,78263917.1429,37130964.2857,Same Bank Transfer,Successful,2023-10-19,1499.92,-0.08
263,78263917.1429,37130964.2857,Same Bank Transfer,Successful,2023-10-06,1999.07,-0.93
264,78263917.1429,37130964.2857,Subscription,Active,2023-10-11,1.26,1.76
265,84344472.8571,88216664.2857,Pay Government,Successful,2023-10-09,33179.36,13.36
266,84344472.8571,88216664.2857,Subscription,Active,2023-10-13,-0.26,0.74
267,91314901.4286,115661475.7143,Subscription,Active,2023-10-18,0.39,0.89
268,92387631.4286,111507950.0,Subscription,Active,2023-10-18,-0.38,0.12
269,94957114.2857,131991464.2857,Subscription,Active,2023-10-27,0.17,0.67
270,94957114.2857,131991464.2857,Pay Government,Successful,2023-10-06,5879.81,16.81
271,98153617.1429,134906078.5714,Subscription,Active,2023-10-27,-0.22,0.28
272,100213657.1429,8326387.1429,Same Bank Transfer,Successful,2023-10-31,16009.22,-1.27
273,100213657.1429,8326387.1429,Same Bank Transfer,Successful,2023-10-01,23123.11,-0.26
274,100213657.1429,8326387.1429,Subscription,Active,2023-10-26,2.42,13.42
275,100213657.1429,8326387.1429,Same Bank Transfer,Successful,2023-10-24,30088.25,-0.43
276,100213657.1429,8326387.1429,Same Bank Transfer,Successful,2023-10-04,20058.43,-0.5
277,100213657.1429,8326387.1429,Same Bank Transfer,Successful,2023-10-12,13876.89,0.16
278,100213657.1429,8326387.1429,Same Bank Transfer,Successful,2023-10-11,3823.26,0.06
279,100361257.1429,51259248.5714,Subscription,Active,2023-10-06,-0.98,0.02
280,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-15,139999.34,-0.66
281,102830887.1429,133402875.7143,Other Bank Transfer,Successful,2023-10-15,32999.2,-0.8
282,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-27,249999.93,-0.07
283,102830887.1429,133402875.7143,Subscription,Active,2023-10-27,-1.52,-1.02
284,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-24,65461.34,0.34
285,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-07,483299.58,-0.42
286,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-02,500000.08,0.08
287,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-22,249499.84,-0.16
288,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-21,167000.04,0.04
289,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-11,69998.65,-1.35
290,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-20,250000.82,0.82
291,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-11,500.26,0.26
292,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-03,204998.94,-1.06
293,102830887.1429,133402875.7143,Same Bank Transfer,Successful,2023-10-10,15999.14,-0.86
294,105965730.0,100926950.0,Other Bank Transfer,Successful,2023-10-23,2997.65,-2.35
295,105965730.0,100926950.0,Other Bank Transfer,Successful,2023-10-20,99.71,-0.29
296,105965730.0,100926950.0,Subscription,Active,2023-10-20,-0.28,0.72
297,106831485.7143,75134614.2857,Subscription,Active,2023-10-20,0.39,0.89
298,107028887.1429,60417147.1429,Subscription,Active,2023-10-20,-3.42,2.08
299,110389444.2857,72580008.5714,Subscription,Active,2023-10-19,-2.93,-2.43
300,110561687.1429,54678462.8571,Other Bank Transfer,Successful,2023-10-10,5400.93,0.93
301,110561687.1429,54678462.8571,Same Bank Transfer,Successful,2023-10-31,23400.88,0.88
302,110561687.1429,54678462.8571,Pay Bills,Successful,2023-10-03,10000.15,15.15
303,110561687.1429,54678462.8571,Other Bank Transfer,Successful,2023-10-08,18898.46,-1.54
304,110561687.1429,54678462.8571,Other Bank Transfer,Successful,2023-10-08,6999.81,-0.19
305,110561687.1429,54678462.8571,Same Bank Transfer,Successful,2023-10-13,5201.84,1.84
306,110561687.1429,54678462.8571,Same Bank Transfer,Successful,2023-10-23,13800.17,0.17
307,110561687.1429,54678462.8571,Same Bank Transfer,Successful,2023-10-23,8399.63,-0.37
308,110561687.1429,54678462.8571,Same Bank Transfer,Successful,2023-10-04,11275.41,-0.59
309,110561687.1429,54678462.8571,Other Bank Transfer,Successful,2023-10-06,49998.35,-1.65
310,110561687.1429,54678462.8571,Same Bank Transfer,Successful,2023-10-18,22000.23,0.23
311,110561687.1429,54678462.8571,Pay Bills,Successful,2023-10-18,3002.42,17.42
